"Event_rate","Scenario","Visit","CI_type","Coverage_fixed","Coverage_error","mean_se_fixed","q1_se_fixed","q3_se_fixed","mean_se_old","q1_se_old","q3_se_old","NA","NA","NA"
1,1,3,"Jackknife Wald",0.945,0.941,0.896725771200895,0.274659771221622,0.682261304044291,0.89251298317456,0.27093905455163,0.672599690240777,0.896725771200895,0.274659771221622,0.682261304044291
1,1,3,"LEF outcome",0.924,0.915,0.677063298195354,0.451220659936672,0.823790505313837,0.675189296715562,0.457919130285435,0.808589205951024,0.677063298195354,0.451220659936672,0.823790505313837
1,1,3,"LEF both",0.923,0.914,0.65970345793166,0.443368804001565,0.798543119924453,0.67163616874126,0.457856180800019,0.803610284204128,0.65970345793166,0.443368804001565,0.798543119924453
1,1,3,"Bootstrap",0.902,0.893,0.723110742955114,0.325952417494513,0.904592885018853,0.72443985745253,0.319308347993479,0.917467533244513,0.723110742955114,0.325952417494513,0.904592885018853
1,1,3,"Sandwich",0.76822633297062,0.76822633297062,0.500833316304286,0.331268590495454,0.591556115719624,0.500833316304286,0.331268590495454,0.591556115719624,0.500833316304286,0.331268590495454,0.591556115719624
1,1,4,"Jackknife MVN",0.963249516441006,0.963249516441006,2.77669198466408,1.77382558090339,3.57305393020539,2.77669198466408,1.77382558090339,3.57305393020539,2.77669198466408,1.77382558090339,3.57305393020539
1,1,4,"Jackknife Wald",0.944,0.942,0.857970791705397,0.229306460849405,0.665670190270981,0.854866017728068,0.228695128635021,0.660935763693017,0.857970791705397,0.229306460849405,0.665670190270981
1,1,4,"LEF both",0.899,0.892,0.55270363957171,0.353539104942551,0.712740794203878,0.562941259513466,0.369163342867378,0.720892407489641,0.55270363957171,0.353539104942551,0.712740794203878
1,1,4,"LEF outcome",0.899,0.892,0.565487677775571,0.366304848302361,0.722624724280254,0.565565656013706,0.367385245376943,0.722302085968593,0.565487677775571,0.366304848302361,0.722624724280254
1,1,4,"Bootstrap",0.897,0.887,0.669162931915432,0.300440642929183,0.835523946850489,0.670476876425899,0.298795699805432,0.833336665302433,0.669162931915432,0.300440642929183,0.835523946850489
1,1,4,"Sandwich",0.779107725788901,0.779107725788901,0.425892366348302,0.262892061229689,0.550361166169143,0.425892366348302,0.262892061229689,0.550361166169143,0.425892366348302,0.262892061229689,0.550361166169143
1,2,0,"LEF both",0.977,0.966,2.36316855212976,1.76477777838787,2.76091434632011,2.40297764142167,1.79274003773398,2.79401709363211,2.36316855212976,1.76477777838787,2.76091434632011
1,2,0,"LEF outcome",0.977,0.966,2.36316855242802,1.76477777838787,2.76091434632012,2.40297764127702,1.79274003773398,2.79401709363211,2.36316855242802,1.76477777838787,2.76091434632012
1,2,0,"Bootstrap",0.949,0.947,1.04082482557131,0.865508121847024,1.23021103948582,1.03639629972069,0.855704332117123,1.22913056798987,1.04082482557131,0.865508121847024,1.23021103948582
1,2,0,"Sandwich",0.922190201729107,0.922190201729107,1.70835148974769,1.39623177649687,1.83525883709373,1.70835148974769,1.39623177649687,1.83525883709373,1.70835148974769,1.39623177649687,1.83525883709373
1,2,0,"Jackknife Wald",0.919,0.923,1.03460774427969,0.839422548716122,1.22626589075206,1.02279939776793,0.823420431954512,1.21118289844172,1.03460774427969,0.839422548716122,1.22626589075206
1,2,0,"Jackknife MVN",0.890577507598784,0.890577507598784,19.9530925240316,2.71009464451662,37.530095841626,19.9530925240316,2.71009464451662,37.530095841626,19.9530925240316,2.71009464451662,37.530095841626
1,2,1,"LEF both",0.98,0.966,1.96154022436834,1.39704557247369,2.42747015292338,1.99132674470571,1.42926388597054,2.45189530149907,1.96154022436834,1.39704557247369,2.42747015292338
1,2,1,"LEF outcome",0.98,0.967,1.9878757573242,1.39302864396526,2.46433828896135,1.99537569715508,1.42756780696449,2.45597425207328,1.9878757573242,1.39302864396526,2.46433828896135
1,2,1,"Jackknife MVN",0.917933130699088,0.917933130699088,13.9562915405507,6.94354825922096,17.7110587721355,13.9562915405507,6.94354825922096,17.7110587721355,13.9562915405507,6.94354825922096,17.7110587721355
1,2,1,"Jackknife Wald",0.904,0.904,1.03346824347463,0.677083992296131,1.30049310840767,1.02323766342761,0.668290552312379,1.28830714150876,1.03346824347463,0.677083992296131,1.30049310840767
1,2,1,"Sandwich",0.899135446685879,0.899135446685879,1.51779903320324,1.07758916665036,1.83845731051151,1.51779903320324,1.07758916665036,1.83845731051151,1.51779903320324,1.07758916665036,1.83845731051151
1,2,1,"Bootstrap",0.894,0.891,0.965623954851991,0.685098016202078,1.21795105020204,0.964758304666813,0.680317308176452,1.21621586086762,0.965623954851991,0.685098016202078,1.21795105020204
1,2,2,"LEF outcome",0.962,0.944,1.43234539277961,0.920909643233172,1.89344469429563,1.4323937643443,0.935350961143043,1.86830236420056,1.43234539277961,0.920909643233172,1.89344469429563
1,2,2,"LEF both",0.961,0.944,1.4066467085544,0.911572674019394,1.85038301909965,1.4288533358627,0.933565740490947,1.86404749056369,1.4066467085544,0.911572674019394,1.85038301909965
1,2,2,"Jackknife MVN",0.931104356636272,0.931104356636272,8.30168128966185,6.07117524987531,10.4509126644368,8.30168128966185,6.07117524987531,10.4509126644368,8.30168128966185,6.07117524987531,10.4509126644368
1,2,2,"Jackknife Wald",0.883,0.887,1.145859435147,0.496477588455575,1.29940366410205,1.13527255530317,0.485483825513001,1.26880055327394,1.145859435147,0.496477588455575,1.29940366410205
1,2,2,"Sandwich",0.848703170028818,0.848703170028818,1.13847088684354,0.692742873012699,1.5176021759892,1.13847088684354,0.692742873012699,1.5176021759892,1.13847088684354,0.692742873012699,1.5176021759892
1,2,2,"Bootstrap",0.839,0.836,0.861872349788446,0.490567684623933,1.13362158388289,0.863140192702133,0.488182935830915,1.12809114587305,0.861872349788446,0.490567684623933,1.13362158388289
1,2,3,"Jackknife MVN",0.931104356636272,0.931104356636272,5.08228875324069,3.92151884517599,6.21308462625034,5.08228875324069,3.92151884517599,6.21308462625034,5.08228875324069,3.92151884517599,6.21308462625034
1,2,3,"LEF outcome",0.924,0.91,0.956126808987483,0.58262592905925,1.23315830109942,0.960411191650951,0.594063382895501,1.21841260980398,0.956126808987483,0.58262592905925,1.23315830109942
1,2,3,"LEF both",0.923,0.909,0.938446717357641,0.575793754228586,1.20220672959057,0.957885825481529,0.5953696747049,1.21648658187132,0.938446717357641,0.575793754228586,1.20220672959057
1,2,3,"Jackknife Wald",0.873,0.873,1.06048601418514,0.3463836937476,1.23934860135006,1.05361922197065,0.342457769138243,1.24328142739353,1.06048601418514,0.3463836937476,1.23934860135006
1,2,3,"Bootstrap",0.804,0.811,0.754093960327852,0.338491005905123,1.04084590910162,0.757332797678662,0.339655856378012,1.05106811154573,0.754093960327852,0.338491005905123,1.04084590910162
1,2,3,"Sandwich",0.79971181556196,0.79971181556196,0.763531832976336,0.422903280610672,0.992272236690942,0.763531832976336,0.422903280610672,0.992272236690942,0.763531832976336,0.422903280610672,0.992272236690942
1,2,4,"Jackknife MVN",0.941236068895643,0.941236068895643,3.46759251177067,2.61064040379355,4.19842459121831,3.46759251177067,2.61064040379355,4.19842459121831,3.46759251177067,2.61064040379355,4.19842459121831
1,2,4,"LEF outcome",0.88,0.866,0.667920252788768,0.402070148854058,0.849739254559624,0.674251513271299,0.417519644434493,0.842964243705044,0.667920252788768,0.402070148854058,0.849739254559624
1,2,4,"LEF both",0.878,0.864,0.65584030770831,0.399067121539265,0.835269235586845,0.672548501561762,0.416528714572015,0.842904775907263,0.65584030770831,0.399067121539265,0.835269235586845
1,2,4,"Jackknife Wald",0.852,0.859,0.988665450837136,0.249007812440962,1.08808009792572,0.983711634408057,0.246717446271066,1.08586477397709,0.988665450837136,0.249007812440962,1.08808009792572
1,2,4,"Bootstrap",0.788,0.789,0.692629840909701,0.285690629503959,0.917809538841714,0.695681964620572,0.288117020724464,0.924284174066159,0.692629840909701,0.285690629503959,0.917809538841714
1,2,4,"Sandwich",0.757925072046109,0.757925072046109,0.530776876644466,0.285170889615212,0.675610254119292,0.530776876644466,0.285170889615212,0.675610254119292,0.530776876644466,0.285170889615212,0.675610254119292
1,3,0,"LEF both",0.894,0.878,1.76339042393135,0.818242333878319,2.43771348057281,1.80462808477154,0.842657816813001,2.46977111085689,1.76339042393135,0.818242333878319,2.43771348057281
1,3,0,"LEF outcome",0.894,0.878,1.76339042279809,0.818242334171088,2.43771348057281,1.80462808333199,0.842657816779413,2.46977111085689,1.76339042279809,0.818242334171088,2.43771348057281
1,3,0,"Sandwich",0.883333333333333,0.883333333333333,1.76393296682489,1.46441527995954,2.03154736849574,1.76393296682489,1.46441527995954,2.03154736849574,1.76393296682489,1.46441527995954,2.03154736849574
1,3,0,"Bootstrap",0.689,0.767,0.887460545541896,0.443933004601057,1.24372828805335,0.877834464744221,0.426106245071301,1.23679441558203,0.887460545541896,0.443933004601057,1.24372828805335
1,3,0,"Jackknife Wald",0.633,0.649,0.913818039218526,0.397543535711224,1.24642951496588,0.900186240947194,0.379918606432268,1.22607187792379,0.913818039218526,0.397543535711224,1.24642951496588
1,3,0,"Jackknife MVN",0.617710583153348,0.617710583153348,13.7605692212129,3.21667936881713,23.5013888473723,13.7605692212129,3.21667936881713,23.5013888473723,13.7605692212129,3.21667936881713,23.5013888473723
1,3,1,"LEF outcome",0.934,0.918,1.04049852534057,0.52346502051479,1.35699027531737,1.05554371486582,0.549716332248106,1.36958626724669,1.04049852534057,0.52346502051479,1.35699027531737
1,3,1,"LEF both",0.933,0.918,1.0301411371274,0.523939807783144,1.35924335685837,1.05339578603397,0.549808443063629,1.36969706580145,1.0301411371274,0.523939807783144,1.35924335685837
1,3,1,"Sandwich",0.811111111111111,0.811111111111111,1.26079000533684,0.684610616354127,1.72155619767692,1.26079000533684,0.684610616354127,1.72155619767692,1.26079000533684,0.684610616354127,1.72155619767692
1,3,1,"Jackknife MVN",0.673866090712743,0.673866090712743,7.04946397842941,3.42721993999854,9.27278509992523,7.04946397842941,3.42721993999854,9.27278509992523,7.04946397842941,3.42721993999854,9.27278509992523
1,3,1,"Jackknife Wald",0.661,0.665,0.910505766265875,0.236973783877203,1.07685688797807,0.90109218525013,0.231463607550723,1.05808467229185,0.910505766265875,0.236973783877203,1.07685688797807
1,3,1,"Bootstrap",0.6,0.625,0.808368675625852,0.317564120301068,1.10037525873241,0.807152536704421,0.308144132619718,1.10753465756618,0.808368675625852,0.317564120301068,1.10037525873241
1,3,2,"LEF outcome",0.896,0.88,0.553212912150112,0.304038937747433,0.676184286129273,0.564870920826039,0.320182584532811,0.69220735377397,0.553212912150112,0.304038937747433,0.676184286129273
1,3,2,"LEF both",0.894,0.878,0.548084594961085,0.303503597130891,0.676086881103392,0.564148410883473,0.32163768241858,0.692857096695785,0.548084594961085,0.303503597130891,0.676086881103392
1,3,2,"Jackknife MVN",0.73866090712743,0.73866090712743,3.609507064649,2.92478917454002,4.38765260875722,3.609507064649,2.92478917454002,4.38765260875722,3.609507064649,2.92478917454002,4.38765260875722
1,3,2,"Sandwich",0.705555555555556,0.705555555555556,0.649327573952493,0.31945672234681,0.873343171075598,0.649327573952493,0.31945672234681,0.873343171075598,0.649327573952493,0.31945672234681,0.873343171075598
1,3,2,"Jackknife Wald",0.689,0.691,0.92717541574439,0.150541436125709,0.992218797680886,0.921861662043809,0.148694259700828,0.992315846318773,0.92717541574439,0.150541436125709,0.992218797680886
1,3,2,"Bootstrap",0.575,0.582,0.872521295279358,0.25193653576314,1.27363110705913,0.873187166556695,0.246274417074284,1.27742997023873,0.872521295279358,0.25193653576314,1.27363110705913
1,3,3,"LEF both",0.842,0.829,0.338349757173025,0.196913586524918,0.424034647641043,0.348725015129035,0.211407323788359,0.431680252623965,0.338349757173025,0.196913586524918,0.424034647641043
1,3,3,"LEF outcome",0.842,0.829,0.341296222804139,0.19849572446691,0.42427224853596,0.348763080709319,0.211003333508359,0.429955613063967,0.341296222804139,0.19849572446691,0.42427224853596
1,3,3,"Jackknife MVN",0.764578833693304,0.764578833693304,2.08123782876703,1.70061702831885,2.57997617524993,2.08123782876703,1.70061702831885,2.57997617524993,2.08123782876703,1.70061702831885,2.57997617524993
1,3,3,"Jackknife Wald",0.722,0.727,1.08063931599943,0.110703004549006,1.42935349111369,1.07740248111598,0.110668809324597,1.41886439114405,1.08063931599943,0.110703004549006,1.42935349111369
1,3,3,"Sandwich",0.683333333333333,0.683333333333333,0.388630190668524,0.17457071611343,0.546496836340341,0.388630190668524,0.17457071611343,0.546496836340341,0.388630190668524,0.17457071611343,0.546496836340341
1,3,3,"Bootstrap",0.518,0.518,0.834515126886224,0.345555706791057,1.25891847012144,0.835877356724268,0.34670096115327,1.26032604025269,0.834515126886224,0.345555706791057,1.25891847012144
1,3,4,"LEF both",0.793,0.782,0.283146420414256,0.160708140350314,0.357655696457473,0.291409947186292,0.172830977810454,0.362360914431522,0.283146420414256,0.160708140350314,0.357655696457473
1,3,4,"LEF outcome",0.793,0.785,0.28532261292315,0.161564951246432,0.361021177990297,0.291200657929444,0.170854879270762,0.359845614908905,0.28532261292315,0.161564951246432,0.361021177990297
1,3,4,"Jackknife MVN",0.777537796976242,0.777537796976242,1.57345787101791,1.29764403626419,1.957023360566,1.57345787101791,1.29764403626419,1.957023360566,1.57345787101791,1.29764403626419,1.957023360566
1,3,4,"Jackknife Wald",0.739,0.746,1.12906306433689,0.108574514734407,1.81127329607424,1.12713879037471,0.107758305108008,1.80087216917555,1.12906306433689,0.108574514734407,1.81127329607424
1,3,4,"Sandwich",0.666666666666667,0.666666666666667,0.328699052019399,0.140043564686821,0.507272165679888,0.328699052019399,0.140043564686821,0.507272165679888,0.328699052019399,0.140043564686821,0.507272165679888
1,3,4,"Bootstrap",0.478,0.487,0.778973197296253,0.374882671425148,1.14011237132711,0.780281625055066,0.378918134483579,1.14101370836432,0.778973197296253,0.374882671425148,1.14011237132711
1,4,0,"LEF both",0.997,0.994,1.90457515533042,1.42391414869569,2.16178051055349,1.93852571466768,1.45493233901556,2.18912146813209,1.90457515533042,1.42391414869569,2.16178051055349
1,4,0,"LEF outcome",0.997,0.994,1.90457515533763,1.42391414869569,2.16178051055349,1.93852571467049,1.45493233901556,2.18912146813209,1.90457515533763,1.42391414869569,2.16178051055349
1,4,0,"Bootstrap",0.976,0.967,0.971693301004166,0.819996627265024,1.13641804477482,0.975120576091477,0.822031202427087,1.14204337273151,0.971693301004166,0.819996627265024,1.13641804477482
1,4,0,"Jackknife Wald",0.955,0.946,0.962058096939503,0.809827692657602,1.13082865127789,0.959576446803932,0.806595934781447,1.12618634621593,0.962058096939503,0.809827692657602,1.13082865127789
1,4,0,"Jackknife MVN",0.916167664670659,0.916167664670659,14.0473321644671,1.82882979850013,39.8778714337908,14.0473321644671,1.82882979850013,39.8778714337908,14.0473321644671,1.82882979850013,39.8778714337908
1,4,0,"Sandwich",0.885228480340064,0.885228480340064,1.39550801061365,1.1517040914864,1.57639228820153,1.39550801061365,1.1517040914864,1.57639228820153,1.39550801061365,1.1517040914864,1.57639228820153
1,4,1,"LEF both",0.995,0.993,1.92895548375381,1.2527180463545,2.38634191348052,1.95549470802255,1.281756078967,2.39309180234668,1.92895548375381,1.2527180463545,2.38634191348052
1,4,1,"LEF outcome",0.995,0.993,1.96957518807916,1.26011972646047,2.41849584527556,1.95936974727965,1.28135631892637,2.39097784704212,1.96957518807916,1.26011972646047,2.41849584527556
1,4,1,"Bootstrap",0.961,0.954,1.02301071653236,0.73847727786094,1.19803079341129,1.02455276034115,0.737827767295655,1.19717904031774,1.02301071653236,0.73847727786094,1.19803079341129
1,4,1,"Jackknife MVN",0.958083832335329,0.958083832335329,12.3128985854267,2.36396162280979,20.0709837961246,12.3128985854267,2.36396162280979,20.0709837961246,12.3128985854267,2.36396162280979,20.0709837961246
1,4,1,"Jackknife Wald",0.956,0.953,1.03147407213854,0.717808729373629,1.19094833527092,1.02630469449721,0.713781875401415,1.18048963976235,1.03147407213854,0.717808729373629,1.19094833527092
1,4,1,"Sandwich",0.901168969181722,0.901168969181722,1.40729105723311,0.9795603448936,1.64525421811668,1.40729105723311,0.9795603448936,1.64525421811668,1.40729105723311,0.9795603448936,1.64525421811668
1,4,2,"LEF both",0.965,0.963,1.1417473125463,0.755285443734651,1.35509139963175,1.15811474400989,0.772912175074894,1.37286907792511,1.1417473125463,0.755285443734651,1.35509139963175
1,4,2,"LEF outcome",0.965,0.964,1.17271215599798,0.766514876639941,1.40039849013111,1.1622924762895,0.770489534884675,1.37815269456674,1.17271215599798,0.766514876639941,1.40039849013111
1,4,2,"Jackknife MVN",0.956087824351297,0.956087824351297,6.07755027754965,2.35760109399891,8.44483271204226,6.07755027754965,2.35760109399891,8.44483271204226,6.07755027754965,2.35760109399891,8.44483271204226
1,4,2,"Jackknife Wald",0.951,0.949,0.917756368758188,0.451630333110876,0.854585185782772,0.912959319729959,0.451044038125315,0.854762410475036,0.917756368758188,0.451630333110876,0.854585185782772
1,4,2,"Bootstrap",0.938,0.933,0.928851138336952,0.496309802051457,1.07301670211011,0.930748927936472,0.496426521788307,1.07942725127088,0.928851138336952,0.496309802051457,1.07301670211011
1,4,2,"Sandwich",0.842720510095643,0.842720510095643,0.866196467316391,0.578015553062947,0.988217675554386,0.866196467316391,0.578015553062947,0.988217675554386,0.866196467316391,0.578015553062947,0.988217675554386
1,4,3,"Jackknife MVN",0.962075848303393,0.962075848303393,3.19652904547125,1.89666057907845,4.14316845821325,3.19652904547125,1.89666057907845,4.14316845821325,3.19652904547125,1.89666057907845,4.14316845821325
1,4,3,"Jackknife Wald",0.95,0.95,0.921905740607758,0.289116908899873,0.801800747399215,0.918787540733508,0.287106115467027,0.799047701467471,0.921905740607758,0.289116908899873,0.801800747399215
1,4,3,"LEF both",0.918,0.911,0.639755856067449,0.434060746925184,0.766386105658027,0.651174711137546,0.454592629932117,0.775790094524989,0.639755856067449,0.434060746925184,0.766386105658027
1,4,3,"LEF outcome",0.917,0.912,0.656519706983769,0.446587367666291,0.790125926484914,0.653381971998449,0.451368465351517,0.780366102062089,0.656519706983769,0.446587367666291,0.790125926484914
1,4,3,"Bootstrap",0.895,0.883,0.740931814204916,0.332227930375617,0.934779780710112,0.743028409202713,0.332522670694787,0.94505496755808,0.740931814204916,0.332227930375617,0.934779780710112
1,4,3,"Sandwich",0.780021253985122,0.780021253985122,0.493935712476565,0.32359704551657,0.587138420637008,0.493935712476565,0.32359704551657,0.587138420637008,0.493935712476565,0.32359704551657,0.587138420637008
1,4,4,"Jackknife MVN",0.980039920159681,0.980039920159681,2.62478357979248,1.44436614649688,3.54269588253876,2.62478357979248,1.44436614649688,3.54269588253876,2.62478357979248,1.44436614649688,3.54269588253876
1,4,4,"Jackknife Wald",0.945,0.945,0.941974981343183,0.265766676206843,0.811161652447234,0.939281333917809,0.264071301278769,0.812359810191867,0.941974981343183,0.265766676206843,0.811161652447234
1,4,4,"LEF both",0.898,0.892,0.591184648303137,0.381725054435117,0.750959451927058,0.60136336387892,0.397927639024671,0.753785504201799,0.591184648303137,0.381725054435117,0.750959451927058
1,4,4,"LEF outcome",0.897,0.893,0.60525672714198,0.390482423634235,0.762372341748746,0.603246994294833,0.396349525314997,0.755167986037326,0.60525672714198,0.390482423634235,0.762372341748746
1,4,4,"Bootstrap",0.885,0.879,0.72914541485777,0.34977070819141,0.911761414200776,0.731359299608788,0.346127422808092,0.909249426305789,0.72914541485777,0.34977070819141,0.911761414200776
1,4,4,"Sandwich",0.793836344314559,0.793836344314559,0.46609993913841,0.281342479693023,0.597937657349394,0.46609993913841,0.281342479693023,0.597937657349394,0.46609993913841,0.281342479693023,0.597937657349394
1,5,0,"LEF both",0.976,0.971,2.07560501471734,1.5479126011694,2.3746802405775,2.11236136267568,1.5735206163314,2.42384362882818,2.07560501471734,1.5479126011694,2.3746802405775
1,5,0,"LEF outcome",0.976,0.971,2.07560501465124,1.5479126011694,2.3746802405775,2.1123613625823,1.5735206163314,2.42384362882818,2.07560501465124,1.5479126011694,2.3746802405775
1,5,0,"Sandwich",0.925311203319502,0.925311203319502,1.5383230478184,1.25578231513343,1.68352233642714,1.5383230478184,1.25578231513343,1.68352233642714,1.5383230478184,1.25578231513343,1.68352233642714
1,5,0,"Bootstrap",0.913,0.914,0.973091909508558,0.770418067260496,1.15950368482494,0.972412519823005,0.760424167436133,1.16038565669871,0.973091909508558,0.770418067260496,1.15950368482494
1,5,0,"Jackknife Wald",0.882,0.884,0.96406368655587,0.732687197090439,1.15134272639828,0.954351952176645,0.72601886946549,1.14040179898006,0.96406368655587,0.732687197090439,1.15134272639828
1,5,0,"Jackknife MVN",0.868257261410788,0.868257261410788,15.8574631295731,2.28474502933736,32.4287556021791,15.8574631295731,2.28474502933736,32.4287556021791,15.8574631295731,2.28474502933736,32.4287556021791
1,5,1,"LEF both",0.977,0.964,1.71305520964342,1.17655346400173,2.12621711584179,1.73989213176202,1.21863230858529,2.16254526888785,1.71305520964342,1.17655346400173,2.12621711584179
1,5,1,"LEF outcome",0.977,0.964,1.73794490101001,1.18041351749832,2.16228501360364,1.74328106300224,1.21931747604566,2.16110163606459,1.73794490101001,1.18041351749832,2.16228501360364
1,5,1,"Jackknife MVN",0.902489626556017,0.902489626556017,11.9089296779895,5.18385070411808,15.4385488133323,11.9089296779895,5.18385070411808,15.4385488133323,11.9089296779895,5.18385070411808,15.4385488133323
1,5,1,"Sandwich",0.887966804979253,0.887966804979253,1.39268909776373,0.937679900338525,1.70741686348826,1.39268909776373,0.937679900338525,1.70741686348826,1.39268909776373,0.937679900338525,1.70741686348826
1,5,1,"Bootstrap",0.85,0.842,0.900648372407888,0.599491969239795,1.18516643490878,0.90281289292761,0.604118338367269,1.17839715843635,0.900648372407888,0.599491969239795,1.18516643490878
1,5,1,"Jackknife Wald",0.847,0.848,0.983161523480667,0.585650223064111,1.23126252373844,0.975702438961221,0.576070109841638,1.22154493007575,0.983161523480667,0.585650223064111,1.23126252373844
1,5,2,"LEF outcome",0.938,0.925,1.24547534327256,0.78656573383348,1.6544218393018,1.24887427025674,0.805489852330187,1.63535817507033,1.24547534327256,0.78656573383348,1.6544218393018
1,5,2,"LEF both",0.937,0.924,1.22399634493492,0.782355629341476,1.60021075228166,1.24618837354755,0.805272180501331,1.63340850997267,1.22399634493492,0.782355629341476,1.60021075228166
1,5,2,"Jackknife MVN",0.9149377593361,0.9149377593361,7.12134540728545,4.9497221378846,8.91379662575779,7.12134540728545,4.9497221378846,8.91379662575779,7.12134540728545,4.9497221378846,8.91379662575779
1,5,2,"Jackknife Wald",0.841,0.841,0.970408600319183,0.433108145056658,1.25179852904559,0.964181539836385,0.423167090461833,1.24815978878706,0.970408600319183,0.433108145056658,1.25179852904559
1,5,2,"Sandwich",0.814661134163209,0.814661134163209,1.03114409012444,0.623485448036493,1.34674104676939,1.03114409012444,0.623485448036493,1.34674104676939,1.03114409012444,0.623485448036493,1.34674104676939
1,5,2,"Bootstrap",0.785,0.777,0.805047139165112,0.441781919972634,1.09158346276246,0.809178688333156,0.443655600607659,1.09475892707505,0.805047139165112,0.441781919972634,1.09158346276246
1,5,3,"Jackknife MVN",0.91701244813278,0.91701244813278,4.29963013330425,3.22789152242275,5.34386166977171,4.29963013330425,3.22789152242275,5.34386166977171,4.29963013330425,3.22789152242275,5.34386166977171
1,5,3,"LEF both",0.893,0.877,0.804642824532775,0.482213468633195,1.06683590340834,0.822565680266917,0.509359210102113,1.07485637626985,0.804642824532775,0.482213468633195,1.06683590340834
1,5,3,"LEF outcome",0.893,0.878,0.818227351594601,0.488402053367118,1.07934657420407,0.824011776908408,0.512075199440227,1.07680769199536,0.818227351594601,0.488402053367118,1.07934657420407
1,5,3,"Jackknife Wald",0.824,0.825,0.946457759661899,0.291112945125226,1.22210970902829,0.942247118227116,0.286754599426671,1.22305106924417,0.946457759661899,0.291112945125226,1.22210970902829
