"Event_rate","Scenario","Visit","CI_type","Coverage","rank","mean","q1","q3","old_rank","coverage_old","mean_old","q1_old","q3_old"
1,3,1,"Sandwich",0.811111111111111,3,1.26079000533684,0.684610616354127,1.72155619767692,"Sandwich",0.811111111111111,1.26079000533684,0.684610616354127,1.72155619767692
1,3,1,"Jackknife MVN",0.673866090712743,4,7.04946397842941,3.42721993999854,9.27278509992523,"Jackknife MVN",0.673866090712743,7.04946397842941,3.42721993999854,9.27278509992523
1,3,1,"Jackknife Wald",0.661,5,0.90109218525013,0.231463607550723,1.05808467229185,"Jackknife Wald",0.665,0.910505766265875,0.236973783877203,1.07685688797807
1,3,1,"Bootstrap",0.6,6,0.807152536704421,0.308144132619718,1.10753465756618,"Bootstrap",0.625,0.808368675625852,0.317564120301068,1.10037525873241
1,3,2,"LEF outcome",0.896,1,0.564870920826039,0.320182584532811,0.69220735377397,"LEF outcome",0.88,0.553212912150112,0.304038937747433,0.676184286129273
1,3,2,"LEF both",0.894,2,0.564148410883473,0.32163768241858,0.692857096695785,"LEF both",0.878,0.548084594961085,0.303503597130891,0.676086881103392
1,3,2,"Jackknife MVN",0.73866090712743,3,3.609507064649,2.92478917454002,4.38765260875722,"Jackknife MVN",0.73866090712743,3.609507064649,2.92478917454002,4.38765260875722
1,3,2,"Sandwich",0.705555555555556,4,0.649327573952493,0.31945672234681,0.873343171075598,"Sandwich",0.705555555555556,0.649327573952493,0.31945672234681,0.873343171075598
1,3,2,"Jackknife Wald",0.689,5,0.921861662043809,0.148694259700828,0.992315846318773,"Jackknife Wald",0.691,0.92717541574439,0.150541436125709,0.992218797680886
1,3,2,"Bootstrap",0.575,6,0.873187166556695,0.246274417074284,1.27742997023873,"Bootstrap",0.582,0.872521295279358,0.25193653576314,1.27363110705913
1,3,3,"LEF both",0.842,1,0.348725015129035,0.211407323788359,0.431680252623965,"LEF both",0.829,0.338349757173025,0.196913586524918,0.424034647641043
1,3,3,"LEF outcome",0.842,1,0.348763080709319,0.211003333508359,0.429955613063967,"LEF outcome",0.829,0.341296222804139,0.19849572446691,0.42427224853596
1,3,3,"Jackknife MVN",0.764578833693304,2,2.08123782876703,1.70061702831885,2.57997617524993,"Jackknife MVN",0.764578833693304,2.08123782876703,1.70061702831885,2.57997617524993
1,3,3,"Jackknife Wald",0.722,3,1.07740248111598,0.110668809324597,1.41886439114405,"Jackknife Wald",0.727,1.08063931599943,0.110703004549006,1.42935349111369
1,3,3,"Sandwich",0.683333333333333,4,0.388630190668524,0.17457071611343,0.546496836340341,"Sandwich",0.683333333333333,0.388630190668524,0.17457071611343,0.546496836340341
1,3,3,"Bootstrap",0.518,5,0.835877356724268,0.34670096115327,1.26032604025269,"Bootstrap",0.518,0.834515126886224,0.345555706791057,1.25891847012144
1,3,4,"LEF both",0.793,1,0.291409947186292,0.172830977810454,0.362360914431522,"LEF outcome",0.785,0.28532261292315,0.161564951246432,0.361021177990297
1,3,4,"LEF outcome",0.793,1,0.291200657929444,0.170854879270762,0.359845614908905,"LEF both",0.782,0.283146420414256,0.160708140350314,0.357655696457473
1,3,4,"Jackknife MVN",0.777537796976242,2,1.57345787101791,1.29764403626419,1.957023360566,"Jackknife MVN",0.777537796976242,1.57345787101791,1.29764403626419,1.957023360566
1,3,4,"Jackknife Wald",0.739,3,1.12713879037471,0.107758305108008,1.80087216917555,"Jackknife Wald",0.746,1.12906306433689,0.108574514734407,1.81127329607424
1,3,4,"Sandwich",0.666666666666667,4,0.328699052019399,0.140043564686821,0.507272165679888,"Sandwich",0.666666666666667,0.328699052019399,0.140043564686821,0.507272165679888
1,3,4,"Bootstrap",0.478,5,0.780281625055066,0.378918134483579,1.14101370836432,"Bootstrap",0.487,0.778973197296253,0.374882671425148,1.14011237132711
1,4,0,"LEF both",0.997,1,1.93852571466768,1.45493233901556,2.18912146813209,"LEF both",0.994,1.90457515533042,1.42391414869569,2.16178051055349
1,4,0,"LEF outcome",0.997,1,1.93852571467049,1.45493233901556,2.18912146813209,"LEF outcome",0.994,1.90457515533763,1.42391414869569,2.16178051055349
1,4,0,"Bootstrap",0.976,2,0.975120576091477,0.822031202427087,1.14204337273151,"Bootstrap",0.967,0.971693301004166,0.819996627265024,1.13641804477482
1,4,0,"Jackknife Wald",0.955,3,0.959576446803932,0.806595934781447,1.12618634621593,"Jackknife Wald",0.946,0.962058096939503,0.809827692657602,1.13082865127789
1,4,0,"Jackknife MVN",0.916167664670659,4,14.0473321644671,1.82882979850013,39.8778714337908,"Jackknife MVN",0.916167664670659,14.0473321644671,1.82882979850013,39.8778714337908
1,4,0,"Sandwich",0.885228480340064,5,1.39550801061365,1.1517040914864,1.57639228820153,"Sandwich",0.885228480340064,1.39550801061365,1.1517040914864,1.57639228820153
1,4,1,"LEF both",0.995,1,1.95549470802255,1.281756078967,2.39309180234668,"LEF both",0.993,1.92895548375381,1.2527180463545,2.38634191348052
1,4,1,"LEF outcome",0.995,1,1.95936974727965,1.28135631892637,2.39097784704212,"LEF outcome",0.993,1.96957518807916,1.26011972646047,2.41849584527556
1,4,1,"Bootstrap",0.961,2,1.02455276034115,0.737827767295655,1.19717904031774,"Jackknife MVN",0.958083832335329,12.3128985854267,2.36396162280979,20.0709837961246
1,4,1,"Jackknife MVN",0.958083832335329,3,12.3128985854267,2.36396162280979,20.0709837961246,"Bootstrap",0.954,1.02301071653236,0.73847727786094,1.19803079341129
1,4,1,"Jackknife Wald",0.956,4,1.02630469449721,0.713781875401415,1.18048963976235,"Jackknife Wald",0.953,1.03147407213854,0.717808729373629,1.19094833527092
1,4,1,"Sandwich",0.901168969181722,5,1.40729105723311,0.9795603448936,1.64525421811668,"Sandwich",0.901168969181722,1.40729105723311,0.9795603448936,1.64525421811668
1,4,2,"LEF both",0.965,1,1.15811474400989,0.772912175074894,1.37286907792511,"LEF outcome",0.964,1.17271215599798,0.766514876639941,1.40039849013111
1,4,2,"LEF outcome",0.965,1,1.1622924762895,0.770489534884675,1.37815269456674,"LEF both",0.963,1.1417473125463,0.755285443734651,1.35509139963175
1,4,2,"Jackknife MVN",0.956087824351297,2,6.07755027754965,2.35760109399891,8.44483271204226,"Jackknife MVN",0.956087824351297,6.07755027754965,2.35760109399891,8.44483271204226
1,4,2,"Jackknife Wald",0.951,3,0.912959319729959,0.451044038125315,0.854762410475036,"Jackknife Wald",0.949,0.917756368758188,0.451630333110876,0.854585185782772
